-'s	của
ring	gọi điện
ring	kêu điện thoại
ring-necked duck	vịt khoang cổ
ringworm	hắc lào
rinse	tráng
Rio de Janeiro	Rio de Janeiro
riot	bạo loạn
ripe	chín
ripple	gợn
ripple	gợn sóng
rise	dậy
rise	đứng dậy
rise	lên
risk	rủi ro
risk	nguy cơ
rite	lễ nghi
rite	nghi lễ
rite	nghi thức
ritual	lễ nghi
ritual	nghi lễ
ritual	nghi thức
rival	đối thủ
rival	địch thủ
river	sông
river	giang
river	hà
rivet	ri vê
Riyadh	E-ri-át
Riyadh	Ri-i-át
Rizhao	Nhật Chiếu
road roller	máy lu
road roller	xe lu
road sign	biến báo giao thông
road	đường
road	đường bộ
roadrunner	Chi Chẹo đất
roadshow	trình diễn sản phẩm
roadside	rệ đường
roam	lang thang
roar	gầm
roast pork	heo quay
roast	nướng
rob	cướp
robber	kẻ cướp
robber	kẻ ăn cướp
robber	cường đạo
robbery	cướp giật
Roblox	Roblox
robot	người máy
robot	rô-bốt
robot	rô bốt
robot	rôbốt
robot	rô-bô
robot	rô bô
robustness	bền vững
rock and roll	lắc
rock and roll	và
rock and roll	lộn
rock music	nhạc rock
rock music	rock
rock paper scissors	oẳn tù tì
rock paper scissors	xù xi
rock paper scissors	kéo búa bao
rock sugar	đường phèn
rock	đá
rock	lắc
rocket engine	động cơ tên lửa
rocket	tên lửa
rocket	động cơ tên lửa
rocket	rốc két
rocking chair	ghế rocking
rod	cần
rod	cần câu
rodent	gặm nhấm
roe	trứng cá
Rohingya	Rohingya
role	vai
role	vai trò
roll	cuộn
roll	cuốn
roll	quyển
roll	văn kiện
roll	tài liệu
roll	hồ sơ
roll	danh sách
roll	danh mục
roll	chức vụ
roll	vai
roll	quấn
roll	lăn
roll	đẩy
rolled ice cream	kem cuộn
rollercoaster	tàu lượn siêu tốc
roly-poly	con lật đật
Rom	người Di-gan
Rom	người Xư-gan
Rom	người Bô-hê-miên
romaja	chữ cái Latinh
romaja	chữ Latinh
romaji	chữ cái Latinh
romaji	chữ Latinh
Roman Empire	Đế quốc La Mã
Roman numeral	số La Mã
Roman road	đường La Mã
Roman	La Mã
Roman	chữ cái Latinh
Roman	chữ Latinh
Romance	Rôman
romance	lãng mạn
Romania	Ru-ma-ni
Romania	Lỗ Má Ni
Romanian	Ru-ma-ni
Romanian	tiếng Romania
romanize	La Mã hóa
romanize	Latinh hóa
romanize	Latinh hoá
Romanoff	Romanov
romantic	lãng mạn
romanticism	chủ nghĩa lãng mạn
Rome	Rôma
Rome	La Mã
Romeo and Juliet	Romeo và Juliet
ronin	lãng nhân
ronin	lãng khách
ronin	lãng tử
rood	Thánh Giá
roof tile	ngói
roof	mái nhà
roof	mái
roof	trần
rooftop	nóc
rook	xe
room	buồng
room	phòng
room	không gian
room	chỗ
roommate	bạn cùng phòng
rooster	gà trống
rooster	con gà trống
root beer	xá xị
root	căn số
root	gốc
root	gốc từ
root	chân răng
root	chân tóc
root	rễ
rootball	bầu
rope	dây
rosary	mân côi
rosary	kinh mân côi
rose apple	lý
rose myrtle	sim
rose quartz	thạch anh hồng
rose	hoa hồng
Roseau	Rô-dô
roselle	cây quế mầu
roselle	cây bụp giấm
roselle	cây bụt giấm
rosemary	hương thảo
roseola infantum	sốt phát ban
rot	rữa
rot	rã
rotation	phép quay
rotten	mục
rotten	rữa
round trip	khứ hồi
round	tròn
round	vòng
round-the-clock	suốt ngày đêm
roundabout	bùng binh
roundabout	vòng xuyến
rousong	ruốc
rousong	chà bông
route	hành trình
router	router
router	cầu dẫn
router	bộ định tuyến
routing	định tuyến
row	hàng
row	chèo
rowan	thanh hương trà
rowhouse	nhà liền kề
royal family	hoàng gia
royal family	hoàng tộc
royal family	hoàng thất
royal family	hoàng phái
royal family	tôn thất
royal jelly	sữa ong chúa
royal	hoàng gia
royal	quí tộc
royalty	vương quyền
rub	cọ xát
rub	thoa
rub	xoa
rubber bullet	đạn cao su
rubber bullet	đạn nhựa
rubber bullet	đạn chất dẻo
rubber	cao su
rubidium	rubiđi
Rubik's cube	lập phương Rubik
Rubik's cube	khối Rubik
Rubik's cube	Rubik
ruble	đồng rúp
ruble	rúp
ruby	chữ phiên âm
ruby	ký tự phiên âm
ruby	chữ ruby
ruby	hồng ngọc
ruddy shelduck	vịt vàng
Rudolph the Red-Nosed Reindeer	Tuần lộc Rudolph Mũi đỏ
rugby	bóng bầu dục
ruin	hư hại
rule of law	pháp quyền
rule	quy tắc
rule	quy luật
ruler	thước kẻ
ruler	thước
ruler	người thống trị
rum	rượu rum
rum	rum
rumen	dạ cỏ
rumor	tin đồn
rumor	lời đồn
run down	chạy xuống
run out	hết
run	chạy
run	chảy
rung	bậc
runner	người chạy
runner-up	á quân
running dog	chó săn
running dog	tẩu cẩu
running mate	ứng cử viên phó tổng thống
running mate	phó ứng cử viên tổng thống
running mate	đồng ứng cử viên
running mate	phó ứng cử viên
runny nose	sổ mũi
runny nose	chảy nước mũi
runny nose	viêm mũi
runway	đường băng
rural	nông thôn
ruse	mẹo
rush hour	giờ cao điểm
Russia	Nga
Russian doll	múp bê làm tổ
Russian doll	búp bê nga
Russian doll	búp bê lồng nhau
Russian Empire	Đế quốc Nga
Russian Far East	Viễn Đông Nga
Russian Federation	Liên bang Nga
Russian Orthodox Church	Giáo hội Chính thống giáo Nga
Russian roulette	cò quay Nga
Russian Soviet Federative Socialist Republic	Cộng hòa Xã hội chủ nghĩa Xô viết Liên bang Nga
Russian	nga
Russian	Nga
Russian	người Nga
Russian	tiếng Nga
Russification	Nga hóa
Russify	Nga hóa
Russify	Nga hoá
Russo-	Nga
Russophobia	bài Nga
Russophobia	chống Nga
rust	rỉ sét
rust	rỉ
rustle	lao xao
rustler	ăn trộm bò
rusty	rỉ
ruthenium	ruteni
rutherfordium	rutherfordi
rutherfordium	kusatovi
ruthless	tàn nhẫn
Rwanda	Ru-an-đa
ryazhanka	ryazhanka
ryazhanka	ryazhenka
rye bread	bánh mì đen
rye bread	bánh mì lúa mạch
rye	lúa mạch đen
Ryukyu	Lưu Cầu
Ryukyuan	tiếng Lưu Cầu
rösti	roesti
Rạch Giá	Rạch Giá
Sa Huỳnh	Sa Huỳnh
sablefish	cá than
sabotage	phá hoại
sabotage	phá hại
sabotage	lãn công
sack race	nhảy bao bố
sack	bao
sack	bao tải
sacrament	bí tích
sacramental	á bí tích
sacred fig	bồ đề
sacred	thánh
sacred	thần thánh
sacrifice	lễ vật
sacrifice	hi sinh
sacrifice	thí
sacrifice	tế
sacrifice	cúng tế
sacrifice	hiến tế
sacrum	xương mông
sad	đáng buồn
sad	buồn
sad	buồn bả
sad	buồn rầu
saddle	yên xe
saddle	yên
sadness	buồn
sadness	buồn rầu
Sadāparibhūta	Thường Bất Khinh Bồ Tát
safe	an toàn
safe	thận trọng
safe	dè dặt
safe	chắc chắn
safe	đáng tin cậy
safe	ổn định
safe	ổn
safe	tủ sắt
safe	két sắt
safehouse	nhà an toàn
safety valve	van an toàn
safety	an toàn
safflower	hồng hoa
saffron	nghệ tây
sage	khôn
Sahara	Xa-ha-ra
saiga	linh dương saiga
Saigon	Sài Gòn
Saigonese	giọng Sài Gòn
Saigonese	người Sài Gòn
sail	buồm
sailing ship	thuyền buồm
sailor	thuỷ thủ
sailor	lính thuỷ
Saint Kitts and Nevis	Xanh Kít và Nê-vít
Saint Lucia	Xanh Lu-xi-a
Saint Petersburg	Xanh Pê-téc-bua
Saint Petersburg	Thành Bỉ Đắc
Saint Valentine's Day	lễ Tình Nhân
Saint Vincent and the Grenadines	Xanh Vin-xen và Grê-na-din
saint	thánh
Saint	thánh
saint	tuyên thánh
saint	phong thánh
Sakhalin	Sakhalin
Sakra	Đế Thích Thiên
Sakra	Thích Đề Hoàn Nhân
sakura	hoa anh đào
sakura	anh đào Nhật Bản
sakura	anh đào
Sakyamuni	Thích-ca Mâu-ni
saké	sake
saké	chông trù
salaam	xa-lam
salamander	kì giông
salamander	cá cóc
salami	xúc xích ý
salary	lương
sale	bán
sale	sự hạ giá
salesman	người bán hàng
salesperson	người bán hàng
salinity	độ muối
salinity	độ mặn
saliva	nước bọt
saliva	nước miếng
saliva	nước dãi
salivary gland	tuyến bước bọt
salmon	cá hồi
salo	mỡ muối
salo	mỡ
salo	mỡ chài
salt lake	hồ nước mặn
salt lake	hồ muối
salt water	nước mặn
salt	muối
salted egg	trứng vịt muối
salted egg	hột vịt muối
salty	mặn
Salvation Army	Cứu Thế Quân
salvation	cứu rỗi
samana	sa-môn
Samantabhadra	Phổ Hiền
Samantabhadra	Phổ Hiền Bồ Tát
Samara	Samara
samarium	samari
sambo	xam-bô
sambo	xăm bô
same	giống nhau
same	như nhau
same	cùng một
same	một thứ
same	giống
same	cũng như vậy
same	cũng … đó
same-sex	đồng giới
samgyetang	sâm kê thang
Samoa	Xa-moa
samovar	ấm xa-mô-va
samovar	ấm lò
sampan	thuyền tam bản
sample	mẫu vật
sample	mẫu
samsara	luân hồi
Samsung	Sam-sung
samurai	xamurai
samurai	samurai
samurai	võ sĩ
samurai	thị
San Francisco	San Francisco
San Francisco	Xăng Phăng
San Francisco	Cựu Kim Sơn
San Jose	San Jose
San Jose	San José
San Jose	Xan Hô-xê
San Juan	Xan Hoan
San Marino	Xan Ma-ri-nô
San Salvador	Xan Xan-va-đo
Sanaa	Xa-na
sanction	sự phê chuẩn
sanction	sự chấp nhận
sanction	sự đồng ý
sanction	hình phạt
sanction	phê chuẩn
sanction	chấp nhận
sanction	đồng ý
sanction	phạt
sand	cát
sandal	dép
sandal	dép quai hậu
sandcastle	lâu đài cát
sandpaper	giấy nhám
sandstone	sa thạch
sandstorm	bão cát
sandwich	bánh mì
sandwich	bánh mì kẹp
sandwich	xăng-uých
sandwich	xăng-đuých
sandwich	kẹp
sandwich	khoác
sangha	tăng đoàn
Sangharama	Già Lam
sanitary	sạch
sanitary	vệ sinh
sanitation	vệ sinh
Sanskrit	tiếng Phạn
Sanskritize	Phạn hóa
Sanskritize	Phạn hoá
Santa Claus	ông già Nô en
Santa Claus	ông già Santa
Santa Claus	ông già Noel
Santali	tiếng Santal
Santiago	Xan-ti-a-gô
Santo Domingo	Xan-tô Đô-min-gô
santol	sấu đỏ
Sanya	Tam Á
saola	sao la
sap	nhựa
sap	mủ
sapan	vang
sapan	tô mộc
sapling	cây nhỏ
sapodilla	hồng xiêm
sapphire	xa-phia
Sapporo	札幌
Sarajevo	Xa-rai-ê-vô
Saratov	Saratov
sarcasm	nói mỉa
sarcasm	mỉa mai
sarcophagus	quách
sardine	cá mòi
Sarikoli	Tiếng Sarikoli
Sarikoli	Tiếng Sarikhuli
Sariputta	Xá Lợi Phất
Sariputta	Xá Lợi Tử
Sarkozy	Sarkozy
sarong	xà rông
Sarvanivāraṇaviṣkambhin	Trừ Cái Chướng Bồ Tát
Satan	Satan
satay	satê
satellite dish	chảo vệ tinh
satellite dish	chảo
satellite	vệ tinh
satellite	truyền hình vệ tinh
satellite	vệ tinh nhân tạo
satire	châm biếm
satisfaction	thỏa mãn
satisfied	hài lòng
satisfied	bằng lòng
satisfy	thỏa mãn
satisfy	thoả mãn
saturated fatty acid	axit béo no
saturated fatty acid	axit béo bão hòa
Saturday	thứ bảy
Saturn	sao Thổ
sauce	xốt
sauce	nước chấm
sauce	tương
saucepan	cái soong
saucepan	cái nồi
saucepan	cái chảo
Saudi Arabia	A-rập Xê-út
Saudi Arabia	Ả-rập Xau-đi
sauerkraut	món dưa cải bắp
sausage	xúc xích
savage	mọi rợ
savage	người dã man
save face	giữ thể diện
save	cứu
save	cứu nguy
save	giải thoát
savior	cứu tinh
savour	ăn ngon miệng
saw	cưa
saw	cái cưa
sawdust	mùn cưa
sawmill	xưởng cưa
sawmill	nhà máy cưa
Saxon	Sắc
Saxony	Sachsen
Saxony	Dắc-den
Saxony-Anhalt	Dắc-den An-han
saxophone	xacxô
saxophone	xắc xô
say cheese	cười lên nào
say goodbye	chia tay
say	nói
saying	câu nói
scabbard	vỏ
scabbard	bao kiếm
scabies	ghẻ
scaffolding	giàn
scalar product	tích vô hướng
scalar	vô hướng
scalar	đại lượng vô hướng
scale	vảy
scale	âm giai
scales	cân
scallop	điệp
scalpel	dao mổ
scammer	thằng lừa đảo
scandal	vụ bê bối
scandal	vụ tai tiếng
Scandinavia	Xcan-đi-na-vi
scandium	scandi
scapegoat	con dê gánh tội
scapegoat	bia đỡ đạn
scar	sẹo
scar	vết sẹo
scar	thẹo
scarab	bọ hung
Scarborough Shoal	Bãi cạn Scarborough
scarecrow	bẹo chim
scarecrow	bồ nhìn
scarecrow	bù nhìn
scarecrow	mặt mả
scared	sợ hãi
scarf	khăn choàng cổ
scarf	khăn quàng cổ
scarf	khăn quàng
scarlet	đ​ỏ
scary	đáng sợ
scenario	truyện phim
scenario	kịch bản
scenario	trường hợp
scene	giới
scenery	phong cảnh
scent	mùi
schedule	lịch trình
schedule	thời khắc biểu
schedule	thời gian biểu
schizophrenia	tâm thần phân liệt
schizotypal personality disorder	rối loạn nhân cách phân liệt
Schleswig-Holstein	Slét-víc Hôn-stê-in
schnapps	rượu sơnap
scholar	học sinh
scholarship	học thuật
scholarship	học vấn
scholarship	học bổng
scholasticism	triết học kinh viện
scholasticism	triết học sĩ lâm
Scholz	Xôn
school board	ủy ban học khu
school board	ủy ban học chánh
school of thought	trường phái
school	trường phái
school	場
school	派
school	phân khoa
school	分
school	科
school	phân khoa đại học
school	大學
school	trường
school	trường học
school	đại học
school	trường đại học
schoolgirl	nữ sinh
Schrödinger's cat	con mèo của Schrödinger
Schutzstaffel	Đội cận vệ
science fiction	khoa học viễn tưởng
science fiction	khoa học giả tưởng
science	khoa học
science	tri thức
science	kiến thức
science	ngành khoa học
science	môn khoa học
scientific method	phương pháp khoa học
scientific socialism	chủ nghĩa xã hội khoa học
scientific	khoa học
scientist	nhà khoa học
scissors	kéo
scold	mắng
scold	chửi
scooter	xcutơ
scorched rice	cơm cháy
score	số điểm
score	trúng
score	trúng điểm
score	ghi
score	ghi điểm
scorn	khinh bỉ
scorn	khinh miệt
scorpion	bò cạp
scorpion	bọ cạp
Scotland	Xcốt-len
Scotland	Ê-cốt
Scotland	Tô Cách Lan
scramble	bon chen
scrap	thực phẩm thừa
scrape	nạo
scrape	cạo
scrape	gọt
scrape	gạt
scrape	vét
scrape	nạo vét
scrape	quẹt
scrape	quét
scrape	cọ
scratch	gãi
scream queen	nữ hoàng la hét
screech owl	cú mèo
screen protector	miếng dán màn hình
screen	màn ảnh
screen	màn
screen	màn hình
screenplay	kịch bản
screensaver	trình bảo vệ màn hình
screenshot	ảnh chụp màn hình
screenshot	hình chụp màn hình
screenshot	chụp màn hình
screenwriter	nhà biên kịch
screenwriter	biên kịch viên
screenwriter	người viết kịch bản
screw	vít
screwdriver	chìa vít
screwdriver	tuộc vít
screwdriver	tuốc-nơ-vít
scribble	viết nguệch ngoạc
scribble	viết cẩu thả
scribe	thư lại
script	tập lệnh
script	kịch bản
script	script
script	văn tự
script	chữ
scroll bar	thanh trượt
scroll wheel	con lăn chuột
scroll wheel	cuộn chuột
scroll wheel	cuộn con chuột
scroll wheel	bánh xe cuộn
scroll wheel	bánh xe con chuột
scroll	cuộn
scroll	cuốn
scrotum	dái
scrotum	bìu dái
scrotum	bìu
scuba diving	lặn có bình khí
sculptor	nhà điêu khắc
Sculptor	nhà điêu khắc
sculpture	điêu khắc
sculpture	tượng
scythe	lưỡi hái
sea anemone	hải quỳ
sea captain	thuyền trưởng
sea cucumber	hải sâm
sea hibiscus	tra làm chiếu
sea horse	cá ngựa
sea horse	hải mã
sea monster	quái vật biển
Sea of Azov	biển Azov
Sea of Japan	biển Nhật Bản
Sea of Okhotsk	biển Okhotsk
sea salt	muối biển
sea snake	rắn biển
sea snake	đẻn
sea stack	khối đá tàn dư
sea turtle	rùa biển
sea urchin	cầu gai
sea urchin	nhím biển
sea urchin	nhum
sea urchin	nhum biển
sea	biển
sea	bể
seabed	đáy biển
seaborgium	sibogi
seafood	hải sản
seafood	đồ biển
seagrass	cỏ biển
seal	hải cẩu
seal	con dấu
seal	ấn
seal	triện
seaplane	thủy phi cơ
seaport	hải cảng
search	tìm kiếm
search	tìm
seashell	vỏ sò
seashore	bờ biển
seaside	bờ biển
season	mùa
season	nêm
seasoning	gia vị
seat belt	dây an toàn
seat	ghế
seawater	nước biển
seaweed	tảo biển
seaweed	rong biển
secant	cát tuyến
secant	hàm sec
secession	ra khỏi
secession	ly khai
second base	chốt hai
second lieutenant	thiếu úy
second person	ngôi thứ hai
second	thứ hai
second	thứ nhì
second	hạng nhì
second	hạng hai
second	phụ
second	người phụ
second	giây
second	giây lát
second	lúc
second	ủng hộ
second	tán thành
secondary education	trung học
secondary	thứ hai
secondary	thứ nhì
secondary	thứ cấp
secret	bí mật
secretariat	quốc vụ viện
secretariat	văn phòng tổng thư ký
secretariat	phòng bí thư
secretariat	ban bí thư
Secretary General	tổng thư kí
Secretary of State	ngoại trưởng
Secretary of State	bộ trưởng ngoại giao
Secretary of State	quốc vụ khanh
Secretary of State	bang vụ khanh
Secretary of State	tổng thư ký tiểu bang
Secretary of State	tổng thư ký bang
secretary	bộ trưởng
secretary	thư ký
secretary	bí thư
secrete	tiết
sect	giáo phái
sectarianism	chủ nghĩa bè phái
section	phần
section	bộ phận
secular	thế tục
secularism	chủ nghĩa thế tục
secularism	thế tục chủ nghĩa
security	an toàn
